,V1,V2,mean,variance
672,4.3143,1.5,0.165164,0.000040
673,4.3143,1.6,0.176903,0.000048
674,4.3143,1.7,0.188985,0.000057
675,4.3143,1.8,0.201385,0.000066
676,4.3143,1.9,0.214073,0.000077
677,4.3143,2,0.227018,0.000088
678,4.3143,2.1,0.240189,0.000100
679,4.3143,2.2,0.253556,0.000113
680,4.3143,2.3,0.267087,0.000127
681,4.3143,2.4,0.280750,0.000141
682,4.3143,2.5,0.294517,0.000156
683,4.3143,2.6,0.308357,0.000171
684,4.3143,2.7,0.322243,0.000186
685,4.3143,2.8,0.336148,0.000201
686,4.3143,2.9,0.350048,0.000217
687,4.3143,3,0.363919,0.000232
688,4.3143,3.1,0.377740,0.000247
689,4.3143,3.2,0.391492,0.000262
690,4.3143,3.3,0.405157,0.000277
691,4.3143,3.4,0.418718,0.000291
692,4.3143,3.5,0.432161,0.000304
693,4.3143,3.6,0.445471,0.000317
694,4.3143,3.7,0.458637,0.000330
695,4.3143,3.8,0.471645,0.000341
696,4.3143,3.9,0.484486,0.000352
697,4.3143,4,0.497148,0.000362
698,4.4197,0,0.041125,0.000001
699,4.4197,0.1,0.046217,0.000001
700,4.4197,0.2,0.051736,0.000001
701,4.4197,0.3,0.057696,0.000002
702,4.4197,0.4,0.064108,0.000003
703,4.4197,0.5,0.070981,0.000004
704,4.4197,0.6,0.078323,0.000005
705,4.4197,0.7,0.086136,0.000007
706,4.4197,0.8,0.094422,0.000009
707,4.4197,0.9,0.103180,0.000012
708,4.4197,1,0.112403,0.000016
709,4.4197,1.1,0.122085,0.000020
710,4.4197,1.2,0.132212,0.000025
711,4.4197,1.3,0.142771,0.000030
712,4.4197,1.4,0.153743,0.000037
713,4.4197,1.5,0.165108,0.000045
714,4.4197,1.6,0.176842,0.000053
715,4.4197,1.7,0.188921,0.000063
716,4.4197,1.8,0.201317,0.000073
717,4.4197,1.9,0.214001,0.000085
718,4.4197,2,0.226942,0.000097
719,4.4197,2.1,0.240109,0.000111
720,4.4197,2.2,0.253472,0.000125
721,4.4197,2.3,0.266998,0.000140
722,4.4197,2.4,0.280658,0.000155
723,4.4197,2.5,0.294420,0.000171
724,4.4197,2.6,0.308256,0.000188
725,4.4197,2.7,0.322137,0.000205
726,4.4197,2.8,0.336038,0.000222
727,4.4197,2.9,0.349934,0.000239
728,4.4197,3,0.363801,0.000256
729,4.4197,3.1,0.377618,0.000272
730,4.4197,3.2,0.391366,0.000289
731,4.4197,3.3,0.405027,0.000305
732,4.4197,3.4,0.418585,0.000320
733,4.4197,3.5,0.432024,0.000335
734,4.4197,3.6,0.445331,0.000350
735,4.4197,3.7,0.458493,0.000363
736,4.4197,3.8,0.471499,0.000376
737,4.4197,3.9,0.484336,0.000388
738,4.4197,4,0.496995,0.000399
739,4.5374,0,0.041114,0.000001
740,4.5374,0.1,0.046204,0.000001
741,4.5374,0.2,0.051720,0.000002
742,4.5374,0.3,0.057678,0.000002
743,4.5374,0.4,0.064087,0.000003
744,4.5374,0.5,0.070958,0.000004
745,4.5374,0.6,0.078297,0.000006
746,4.5374,0.7,0.086107,0.000008
747,4.5374,0.8,0.094391,0.000011
748,4.5374,0.9,0.103145,0.000014
749,4.5374,1,0.112366,0.000017
750,4.5374,1.1,0.122044,0.000022
751,4.5374,1.2,0.132167,0.000027
752,4.5374,1.3,0.142723,0.000034
753,4.5374,1.4,0.153691,0.000041
754,4.5374,1.5,0.165053,0.000050
755,4.5374,1.6,0.176784,0.000059
756,4.5374,1.7,0.188859,0.000070
757,4.5374,1.8,0.201251,0.000081
758,4.5374,1.9,0.213930,0.000094
759,4.5374,2,0.226867,0.000108
760,4.5374,2.1,0.240030,0.000123
761,4.5374,2.2,0.253389,0.000139
762,4.5374,2.3,0.266911,0.000156
763,4.5374,2.4,0.280566,0.000173
764,4.5374,2.5,0.294324,0.000191
765,4.5374,2.6,0.308155,0.000209
766,4.5374,2.7,0.322032,0.000228
767,4.5374,2.8,0.335929,0.000247
768,4.5374,2.9,0.349820,0.000266
769,4.5374,3,0.363682,0.000285
770,4.5374,3.1,0.377496,0.000303
771,4.5374,3.2,0.391240,0.000322
772,4.5374,3.3,0.404896,0.000340
773,4.5374,3.4,0.418450,0.000357
774,4.5374,3.5,0.431885,0.000374
775,4.5374,3.6,0.445189,0.000389
776,4.5374,3.7,0.458347,0.000405
777,4.5374,3.8,0.471349,0.000419
778,4.5374,3.9,0.484184,0.000432
779,4.5374,4,0.496839,0.000445
780,4.671,0,0.041102,0.000001
781,4.671,0.1,0.046190,0.000001
782,4.671,0.2,0.051705,0.000002
783,4.671,0.3,0.057660,0.000003
784,4.671,0.4,0.064067,0.000004
785,4.671,0.5,0.070935,0.000005
786,4.671,0.6,0.078271,0.000007
787,4.671,0.7,0.086079,0.000009
788,4.671,0.8,0.094360,0.000012
789,4.671,0.9,0.103111,0.000015
790,4.671,1,0.112329,0.000020
791,4.671,1.1,0.122003,0.000025
792,4.671,1.2,0.132124,0.000031
793,4.671,1.3,0.142676,0.000038
794,4.671,1.4,0.153641,0.000047
795,4.671,1.5,0.164999,0.000056
796,4.671,1.6,0.176726,0.000067
797,4.671,1.7,0.188797,0.000079
798,4.671,1.8,0.201185,0.000092
799,4.671,1.9,0.213860,0.000107
800,4.671,2,0.226792,0.000122
801,4.671,2.1,0.239951,0.000139
802,4.671,2.2,0.253305,0.000157
803,4.671,2.3,0.266823,0.000176
804,4.671,2.4,0.280473,0.000195
805,4.671,2.5,0.294226,0.000215
806,4.671,2.6,0.308052,0.000236
807,4.671,2.7,0.321924,0.000257
808,4.671,2.8,0.335816,0.000279
809,4.671,2.9,0.349702,0.000300
810,4.671,3,0.363560,0.000321
811,4.671,3.1,0.377369,0.000342
812,4.671,3.2,0.391108,0.000363
813,4.671,3.3,0.404760,0.000383
814,4.671,3.4,0.418310,0.000403
815,4.671,3.5,0.431741,0.000422
816,4.671,3.6,0.445040,0.000440
817,4.671,3.7,0.458194,0.000457
818,4.671,3.8,0.471193,0.000473
819,4.671,3.9,0.484023,0.000488
820,4.671,4,0.496675,0.000502
821,4.8251,0,0.041091,0.000001
822,4.8251,0.1,0.046177,0.000001
823,4.8251,0.2,0.051690,0.000002
824,4.8251,0.3,0.057643,0.000003
825,4.8251,0.4,0.064048,0.000004
826,4.8251,0.5,0.070913,0.000006
827,4.8251,0.6,0.078247,0.000008
828,4.8251,0.7,0.086052,0.000010
829,4.8251,0.8,0.094330,0.000014
830,4.8251,0.9,0.103079,0.000018
831,4.8251,1,0.112293,0.000023
832,4.8251,1.1,0.121965,0.000029
833,4.8251,1.2,0.132082,0.000036
834,4.8251,1.3,0.142631,0.000044
835,4.8251,1.4,0.153592,0.000054
836,4.8251,1.5,0.164946,0.000064
837,4.8251,1.6,0.176669,0.000077
838,4.8251,1.7,0.188736,0.000091
839,4.8251,1.8,0.201119,0.000106
840,4.8251,1.9,0.213789,0.000122
841,4.8251,2,0.226717,0.000140
842,4.8251,2.1,0.239870,0.000160
843,4.8251,2.2,0.253219,0.000180
844,4.8251,2.3,0.266731,0.000202
845,4.8251,2.4,0.280375,0.000224
846,4.8251,2.5,0.294123,0.000247
847,4.8251,2.6,0.307943,0.000271
848,4.8251,2.7,0.321809,0.000296
849,4.8251,2.8,0.335695,0.000320
850,4.8251,2.9,0.349576,0.000345
851,4.8251,3,0.363428,0.000369
852,4.8251,3.1,0.377230,0.000393
853,4.8251,3.2,0.390964,0.000417
854,4.8251,3.3,0.404611,0.000440
855,4.8251,3.4,0.418155,0.000463
856,4.8251,3.5,0.431580,0.000484
857,4.8251,3.6,0.444875,0.000505
858,4.8251,3.7,0.458024,0.000525
859,4.8251,3.8,0.471018,0.000543
860,4.8251,3.9,0.483844,0.000561
861,4.8251,4,0.496491,0.000577
862,5.0075,0,0.041081,0.000001
863,5.0075,0.1,0.046165,0.000002
864,5.0075,0.2,0.051676,0.000003
865,5.0075,0.3,0.057627,0.000004
866,5.0075,0.4,0.064030,0.000005
867,5.0075,0.5,0.070894,0.000007
868,5.0075,0.6,0.078225,0.000009
869,5.0075,0.7,0.086028,0.000012
870,5.0075,0.8,0.094303,0.000016
871,5.0075,0.9,0.103049,0.000021
872,5.0075,1,0.112260,0.000027
873,5.0075,1.1,0.121928,0.000034
874,5.0075,1.2,0.132042,0.000042
875,5.0075,1.3,0.142586,0.000052
876,5.0075,1.4,0.153544,0.000063
877,5.0075,1.5,0.164893,0.000076
878,5.0075,1.6,0.176611,0.000091
879,5.0075,1.7,0.188672,0.000107
880,5.0075,1.8,0.201050,0.000125
881,5.0075,1.9,0.213714,0.000144
882,5.0075,2,0.226635,0.000165
883,5.0075,2.1,0.239782,0.000188
884,5.0075,2.2,0.253124,0.000212
885,5.0075,2.3,0.266628,0.000237
886,5.0075,2.4,0.280265,0.000264
887,5.0075,2.5,0.294005,0.000291
888,5.0075,2.6,0.307817,0.000319
889,5.0075,2.7,0.321676,0.000348
890,5.0075,2.8,0.335553,0.000377
891,5.0075,2.9,0.349426,0.000405
892,5.0075,3,0.363270,0.000434
893,5.0075,3.1,0.377064,0.000463
894,5.0075,3.2,0.390790,0.000491
895,5.0075,3.3,0.404429,0.000518
896,5.0075,3.4,0.417966,0.000544
897,5.0075,3.5,0.431384,0.000570
898,5.0075,3.6,0.444671,0.000594
899,5.0075,3.7,0.457814,0.000617
900,5.0075,3.8,0.470801,0.000639
901,5.0075,3.9,0.483621,0.000660
902,5.0075,4,0.496262,0.000679
903,5.2306,0,0.041073,0.000001
904,5.2306,0.1,0.046156,0.000002
905,5.2306,0.2,0.051665,0.000003
906,5.2306,0.3,0.057615,0.000004
907,5.2306,0.4,0.064016,0.000006
908,5.2306,0.5,0.070878,0.000008
909,5.2306,0.6,0.078207,0.000011
910,5.2306,0.7,0.086007,0.000015
911,5.2306,0.8,0.094280,0.000020
912,5.2306,0.9,0.103023,0.000026
913,5.2306,1,0.112231,0.000033
914,5.2306,1.1,0.121895,0.000041
915,5.2306,1.2,0.132004,0.000052
916,5.2306,1.3,0.142543,0.000063
917,5.2306,1.4,0.153495,0.000077
918,5.2306,1.5,0.164838,0.000093
919,5.2306,1.6,0.176549,0.000110
920,5.2306,1.7,0.188603,0.000130
921,5.2306,1.8,0.200972,0.000152
922,5.2306,1.9,0.213627,0.000176
923,5.2306,2,0.226539,0.000202
924,5.2306,2.1,0.239675,0.000229
925,5.2306,2.2,0.253006,0.000258
926,5.2306,2.3,0.266499,0.000289
927,5.2306,2.4,0.280125,0.000321
928,5.2306,2.5,0.293852,0.000354
929,5.2306,2.6,0.307652,0.000389
930,5.2306,2.7,0.321498,0.000423
931,5.2306,2.8,0.335363,0.000458
932,5.2306,2.9,0.349222,0.000493
933,5.2306,3,0.363054,0.000528
934,5.2306,3.1,0.376836,0.000563
935,5.2306,3.2,0.390549,0.000597
936,5.2306,3.3,0.404176,0.000630
937,5.2306,3.4,0.417700,0.000662
938,5.2306,3.5,0.431107,0.000693
939,5.2306,3.6,0.444383,0.000723
940,5.2306,3.7,0.457515,0.000751
941,5.2306,3.8,0.470492,0.000778
942,5.2306,3.9,0.483301,0.000803
943,5.2306,4,0.495932,0.000827
944,5.5183,0,0.041070,0.000002
945,5.5183,0.1,0.046153,0.000003
946,5.5183,0.2,0.051662,0.000004
947,5.5183,0.3,0.057611,0.000006
948,5.5183,0.4,0.064011,0.000008
949,5.5183,0.5,0.070871,0.000011
950,5.5183,0.6,0.078199,0.000015
951,5.5183,0.7,0.085997,0.000020
952,5.5183,0.8,0.094266,0.000026
953,5.5183,0.9,0.103005,0.000033
954,5.5183,1,0.112209,0.000043
955,5.5183,1.1,0.121867,0.000054
956,5.5183,1.2,0.131970,0.000067
957,5.5183,1.3,0.142501,0.000082
958,5.5183,1.4,0.153443,0.000100
959,5.5183,1.5,0.164775,0.000120
960,5.5183,1.6,0.176474,0.000142
961,5.5183,1.7,0.188515,0.000168
962,5.5183,1.8,0.200869,0.000196
963,5.5183,1.9,0.213508,0.000226
964,5.5183,2,0.226403,0.000259
965,5.5183,2.1,0.239521,0.000295
966,5.5183,2.2,0.252832,0.000332
967,5.5183,2.3,0.266304,0.000372
968,5.5183,2.4,0.279908,0.000413
969,5.5183,2.5,0.293613,0.000455
970,5.5183,2.6,0.307391,0.000499
971,5.5183,2.7,0.321213,0.000543
972,5.5183,2.8,0.335055,0.000588
973,5.5183,2.9,0.348890,0.000633
974,5.5183,3,0.362698,0.000678
975,5.5183,3.1,0.376457,0.000722
976,5.5183,3.2,0.390147,0.000766
977,5.5183,3.3,0.403751,0.000809
978,5.5183,3.4,0.417253,0.000850
979,5.5183,3.5,0.430638,0.000890
980,5.5183,3.6,0.443892,0.000928
981,5.5183,3.7,0.457004,0.000965
982,5.5183,3.8,0.469960,0.000999
983,5.5183,3.9,0.482750,0.001032
984,5.5183,4,0.495362,0.001062
985,5.9237,0,0.041082,0.000003
986,5.9237,0.1,0.046166,0.000004
987,5.9237,0.2,0.051677,0.000006
988,5.9237,0.3,0.057628,0.000008
989,5.9237,0.4,0.064029,0.000012
990,5.9237,0.5,0.070889,0.000016
991,5.9237,0.6,0.078215,0.000021
992,5.9237,0.7,0.086011,0.000028
993,5.9237,0.8,0.094276,0.000037
994,5.9237,0.9,0.103009,0.000048
995,5.9237,1,0.112204,0.000061
996,5.9237,1.1,0.121852,0.000077
997,5.9237,1.2,0.131941,0.000095
998,5.9237,1.3,0.142456,0.000117
999,5.9237,1.4,0.153379,0.000142
1000,5.9237,1.5,0.164689,0.000171
1001,5.9237,1.6,0.176362,0.000203
1002,5.9237,1.7,0.188374,0.000239
1003,5.9237,1.8,0.200697,0.000278
1004,5.9237,1.9,0.213301,0.000321
1005,5.9237,2,0.226157,0.000368
1006,5.9237,2.1,0.239235,0.000418
1007,5.9237,2.2,0.252503,0.000471
1008,5.9237,2.3,0.265931,0.000526
1009,5.9237,2.4,0.279488,0.000584
1010,5.9237,2.5,0.293144,0.000644
1011,5.9237,2.6,0.306872,0.000706
1012,5.9237,2.7,0.320643,0.000768
1013,5.9237,2.8,0.334433,0.000832
1014,5.9237,2.9,0.348217,0.000895
1015,5.9237,3,0.361973,0.000959
1016,5.9237,3.1,0.375679,0.001021
1017,5.9237,3.2,0.389318,0.001083
1018,5.9237,3.3,0.402872,0.001143
1019,5.9237,3.4,0.416324,0.001202
1020,5.9237,3.5,0.429660,0.001258
1021,5.9237,3.6,0.442868,0.001312
1022,5.9237,3.7,0.455933,0.001364
1023,5.9237,3.8,0.468845,0.001413
1024,5.9237,3.9,0.481592,0.001460
1025,5.9237,4,0.494163,0.001503
1026,6.6169,0,0.041147,0.000005
1027,6.6169,0.1,0.046242,0.000008
1028,6.6169,0.2,0.051762,0.000011
1029,6.6169,0.3,0.057721,0.000016
1030,6.6169,0.4,0.064130,0.000022
1031,6.6169,0.5,0.070995,0.000030
1032,6.6169,0.6,0.078322,0.000040
1033,6.6169,0.7,0.086115,0.000053
1034,6.6169,0.8,0.094373,0.000069
1035,6.6169,0.9,0.103092,0.000089
1036,6.6169,1,0.112267,0.000113
1037,6.6169,1.1,0.121888,0.000142
1038,6.6169,1.2,0.131943,0.000176
1039,6.6169,1.3,0.142415,0.000215
1040,6.6169,1.4,0.153287,0.000261
1041,6.6169,1.5,0.164536,0.000312
1042,6.6169,1.6,0.176141,0.000370
1043,6.6169,1.7,0.188076,0.000435
1044,6.6169,1.8,0.200312,0.000506
1045,6.6169,1.9,0.212823,0.000583
1046,6.6169,2,0.225577,0.000666
1047,6.6169,2.1,0.238546,0.000756
1048,6.6169,2.2,0.251700,0.000850
1049,6.6169,2.3,0.265007,0.000949
1050,6.6169,2.4,0.278439,0.001053
1051,6.6169,2.5,0.291966,0.001159
1052,6.6169,2.6,0.305562,0.001269
1053,6.6169,2.7,0.319199,0.001380
1054,6.6169,2.8,0.332853,0.001493
1055,6.6169,2.9,0.346501,0.001606
1056,6.6169,3,0.360121,0.001719
1057,6.6169,3.1,0.373692,0.001831
1058,6.6169,3.2,0.387197,0.001942
1059,6.6169,3.3,0.400618,0.002050
1060,6.6169,3.4,0.413941,0.002155
1061,6.6169,3.5,0.427150,0.002256
1062,6.6169,3.6,0.440234,0.002354
1063,6.6169,3.7,0.453179,0.002448
1064,6.6169,3.8,0.465975,0.002537
1065,6.6169,3.9,0.478610,0.002621
1066,6.6169,4,0.491074,0.002699
